laptop_title,asin,id,Laptop Type,price,brand,RAM,CPU,Hard Drive,Graphics Coprocessor,Operating System,Standing screen display size,Screen Resolution,color,Item Weight,Product Dimensions,ssd_size_gb,hdd_size_gb,Normalized Hard Drive,storage_type_bitmask,price_bucket,screen_size_bucket,RAM Bucket,Normalized OS,GPU Tier,Screen Resolution Bucket,bitmask,storage_config
"NEW DELL XPS 15 9500 15.6 INCH UHD+ TOUCHSCREEN LAPTOP (SILVER) INTEL CORE I7-10750H 10TH GEN, 16GB DDR4 RAM, 1TB SSD, NVIDIA GTX 1650 TI WITH 4GB GDDR6, WINDOW 10 PRO (XPS9500-7845SLV-PUS)",b0897wzsz6,45,Gaming,1500,Dell,16GB,Intel Core I7,1TB SSD,No Graphics Card,Windows 10 Home,15.6 inches,3840 x 2160 pixels,Silver,6.0 pounds,13.57 x 9.06 x 0.71 inches,1024,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,No GPU,High Res,010010001001011010100001001000001,hdd+ssd
Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3070-11th Gen Intel 8-Core i7 CPU - 15.6Â FHD 360Hz -16GB RAM - 1TB SSD - CNC Aluminum - Chroma RGB - THX Spatial Audio - Thunderbolt 3,b094nyg9rb,46,Gaming,1800,Razer,16GB,Intel Core I7,1TB SSD,Nvidia Geforce RTX 3070,Windows 10 Home,15.0 inches,1920 x 1080 pixels,Black,4.4 pounds,9.25 x 13.98 x 0.62 inches,1024,,ssd only,1,1600-2000,15-17,16-Aug,Windows 10,High-End GPU,Medium Res,010011011100011010001001001010001,hdd+ssd
"LENOVO LEGION Y540-15 GAMING LAPTOP, 15.6"" IPS, 60HZ, 250NITS, INTEL CORE I7-9750H PROCESSOR, 16G DDR4 2666MZ, 512GB, NVIDIA GTX1650, WIN 10, 81SY00GKUS, RAVEN BLACK",b07ylhrn27,47,Gaming,999,Lenovo,16GB,Intel Core I7,512GB HDD,Nvidia Geforce GTX 1650,Chrome OS,15.6 inches,1920 x 1080 pixels,Black,5.1 pounds,14.17 x 10.51 x 1.02 inches,,512,hdd only,2,800-1000,15-17,16-Aug,Chrome OS,Mid-Range GPU,Medium Res,010111010110011001011000001010001,ssd+hdd
"ACER NITRO 5 AN515-55-53E5 GAMING LAPTOP | INTEL CORE I5-10300H | NVIDIA GEFORCE RTX 3050 GPU | 15.6"" FHD 144HZ IPS DISPLAY | 8GB DDR4 | 256GB NVME SSD | INTEL WI-FI 6 | BACKLIT KEYBOARD",b092yhjgmn,48,Gaming,730,Acer,8GB,Intel Core I5,256GB SSD,Nvidia Geforce RTX 3050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.07 pounds,10.04 x 14.31 x 0.94 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000000010010110011001001010001,hdd+ssd
"CUK ROG ZEPHYRUS M16 GAMING LAPTOP PC (NVIDIA GEFORCE RTX 4070 8GB, INTEL 14 CORE I9-13900H, 32GB DDR5, 1TB PCIE SSD, 16"" QHD+ 240HZ, WINDOWS 11 HOME) NOTEBOOK COMPUTER FOR GAMERS (MADE_BY_ASUS)",b08krpknp7,49,Gaming,2550,ASUS,32GB,Intel Core I9,1TB SSD,Nvidia Geforce RTX 4070,Windows 11 Home,16.0 inches,2560 x 1440 pixels,Black,2.1 pounds,9.69 x 13.98 x 0.78 inches,1024,,ssd only,1,2500-3000,15-17,24-32,Windows 11,Unknown,High Res,010101000001011110101010001000000,hdd+ssd
"ACER ASPIRE F 15, 15.6 FULL HD, INTEL CORE I5, NVIDIA 940MX, 8GB DDR4, 1TB HDD, WINDOWS 10 HOME, F5-573G-56CG",b01ld4mgn0,50,Everyday Use,800,Acer,8GB,Intel Core I5,1TB HDD,Nvidia Geforce MX940,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Obsidian Black,5.07 pounds,15.02 x 10.2 x 1.12 inches,,1024,hdd only,2,800-1000,15-17,16-Aug,Windows 10,Entry-Level GPU,Medium Res,000111000010010101000001001010001,ssd+hdd
"ALIENWARE M15 R4, RTX 3080 15.6 INCH GAMING LAPTOP FHD (FULL HD) - INTEL CORE I7-10870H, 32GB DDR4 RAM, 1TB SSD, NVIDIA GEFORCE RTX 3080 8GB GDDR6, WINDOWS 10 HOME - LUNAR LIGHT",b08xfpvk3w,51,Gaming,2399,Alienware,32GB,Intel Core I7,1TB SSD,Nvidia Geforce RTX 3080,Windows 10 Home,15.6 inches,1920 x 1080 pixels,White,5.5 pounds,10.86 x 14.19 x 0.78 inches,1024,,ssd only,1,2000-2500,15-17,24-32,Windows 10,High-End GPU,Medium Res,010100000011011010001001001010000,hdd+ssd
"ALIENWARE M15 R3 15.6INCH FHD GAMING LAPTOP (LUNAR LIGHT) INTEL CORE I7-10750H 10TH GEN, 16GB DDR4 RAM, 512GB SSD, NVIDIA GEFORCE RTX 2060 6GB GDDR6, WINDOWS 10 HOME (AWM15-7272WHT-PUS)",b089hj9s33,52,Gaming,1296,Alienware,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 2060,Windows 10 Home,15.0 inches,1920 x 1080 pixels,Black,4.65 pounds,14 x 9 x 0.7 inches,512,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010000011011010011001001010001,hdd+ssd
"HP VICTUS 15.6"" GAMING LAPTOP PC, NVIDIA GEFORCE RTX 3050 TI, AMD RYZEN 7 5800H, REFINED 1080P IPS DISPLAY, COMPACT DESIGN, ALL-IN-ONE KEYBOARD WITH ENLARGED TOUCHPAD, HD WEBCAM (15-FB0028NR, 2022)",b09x2b5tyj,53,Gaming,903,HP,4GB,AMD Ryzen 7,256GB SSD,Nvidia Geforce RTX 3050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Silver,5.04 pounds,14 x 9 x 0.7 inches,256,,ssd only,1,800-1000,15-17,<8,Windows 10,Mid-Range GPU,Medium Res,010111010001000110011001001010010,hdd+ssd
"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6Â 300Hz IPS FHD Display, NVIDIA GeForce RTX 3070 Ti,Intel Core i9 12900H, 16GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Home, G533ZW-AS94",b09rmw1l7y,54,Gaming,1619,ASUS,16GB,Intel Core I9,1TB SSD,Nvidia Geforce RTX 3070,Windows 11 Home,15.6 inches,1920 x 1080 pixels,Off Black,5.07 pounds,13.94 x 10.2 x 1.07 inches,1024,,ssd only,1,1600-2000,15-17,16-Aug,Windows 11,High-End GPU,Medium Res,010011000001011110001010001010001,hdd+ssd
"Asus ROG Strix Hero II Gaming Laptop, 15.6Â 144Hz IPS Type Full HD, NVIDIA GeForce RTX 2060, Intel Core i7-8750H, 16GB DDR4, 512GB PCIe Nvme SSD, RGB KB, Windows 10, GL504GV-DS74",b07mkllm1y,55,Gaming,1200,ASUS,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 2060,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.28 pounds,14.2 x 10.8 x 1.0 inches,512,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010000001011010011001001010001,hdd+ssd
"LENOVO IDEAPAD GAMING 3 15 LAPTOP, 15.6"" FHD DISPLAY, AMD RYZEN 5 5600H, NVIDIA GEFORCE GTX 1650, 8GB RAM, 256GB STORAGE, WINDOWS 10H",b08ykhgktv,56,Gaming,659,Lenovo,8GB,AMD Ryzen 5,256GB SSD,Nvidia Geforce GTX 1650,Windows 10,15.6 inches,1920 x 1080 pixels,Shadow Black,4.95 pounds,14.16 x 9.92 x 0.95 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000010110000010011001001010001,hdd+ssd
"ASUS ROG G751JY-VS71(WX) 17-INCH GAMING LAPTOP (INTEL CORE I7, 16GB RAM, NVIDIA GEFORCE GTX 980M, 1 TB HDD, WINDOWS 10)",b01dt4a2k6,57,Gaming,1200,ASUS,16GB,Intel Core I7,1TB HDD,Nvidia Geforce GTX 980,Windows 10,17.0 inches,1920 x 1080 pixels,Black,8.4 pounds,14 x 9 x 0.7 inches,,1024,hdd only,2,1200-1600,15-17,16-Aug,Windows 10,Unknown,Medium Res,010010000001011001101001001010001,ssd+hdd
"MSI GV62 8RD-275 15.6"" PERFORMANCE GAMING LAPTOP NVIDIA GTX 1050TI 4G, INTEL CORE I5-8300H, 8GB, 256GB NVME SSD, RED BACKLIT KB, WIN 10 HOME, ALUMINUM BLACK",b07d4zml7m,58,Gaming,1099,MSI,8GB,Intel Core I5,256GB SSD,No Graphics Card,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,8.58 pounds,15.07 x 10.23 x 1.16 inches,256,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,No GPU,Medium Res,010001011000010110100001001010001,hdd+ssd
"HP PAVILION DV9334US 17"" NOTEBOOK LAPTOP PC (INTEL CORE 2 DUO T5300 1.73GHZ/2MB L2 CACHE, 2GB RAM, 160GB HDD/WIRELESS/CAMERA/ ATSC-NTSC TV TUNER W/REMOTE AND RECEIVER/ 512MB NVIDIA GEFORCE GO 7600/VISTA HOME PREMIUM)",b000ysy4ri,59,Everyday Use,600,HP,2GB,Intel Core i5,1TB HDD,No Graphics Card,Windows Vista,17.0 inches,1440 x 900 pixels,Black,7.7 pounds,15.16 x 11.65 x 1.57 inches,,1024,hdd only,2,<800,15-17,<8,Windows Vista,No GPU,Medium Res,001000010001100001100101001010010,ssd+hdd
"ASUS ROG GL551 SERIES GL551JM-DH71 4TH GENERATION 15.6-INCH GAMING LAPTOP (INTEL CORE I7, 4710HQ 2.50 GHZ, 16 GB MEMORY, 1 TB HDD, NVIDIA GEFORCE GTX 860M 2 GB WINDOWS 8.1 64-BIT) BLACK/RED",b00t7xrh2a,60,Gaming,1200,ASUS,16GB,Intel Core I7,1TB HDD,Nvidia Geforce GTX960,Windows 8,15.6 inches,1920 x 1080 pixels,Black,6.0 pounds,14 x 9 x 0.7 inches,,1024,hdd only,2,1200-1600,15-17,16-Aug,Windows 8,Unknown,Medium Res,010010000001011001101100001010001,ssd+hdd
"ASUS ROG STRIX SCAR II GL704GW GAMING LAPTOP (INTEL I7-8750H, 16GB RAM, 512GB NVME SSD, NVIDIA RTX 2070 8GB, 17.3"" FULL HD IPS 144HZ 3MS, WINDOWS 10) GAMER NOTEBOOK COMPUTER, 17-30.99""",b07mm677q5,61,Gaming,1200,ASUS,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 2070,Windows 10,17.3 inches,1920 x 1080 pixels,Black,6.5 pounds,15.74 x 10.76 x 1.03 inches,512,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,High-End GPU,Medium Res,010010000001011010001001011010001,hdd+ssd
"ACER CHROMEBOOK13 CB5-311-T9B0 (13.3-INCH FULL HD, NVIDIA TEGRA K1, 2GB)",b00nc088ea,62,Everyday Use,600,Acer,16GB,NVIDIA Tegra K1,256GB SSD,No Graphics Card,Chrome OS,13.3 inches,1920 x 1080 pixels,Black,3.31 pounds,12.87 x 8.96 x 0.71 inches,256,,ssd only,1,<800,13-15,16-Aug,Chrome OS,No GPU,Medium Res,001000000010101010100000000010001,hdd+ssd
"HP ENVY 2019,17.3"" FULL HD TOUCH, I7-10510U 10TH GEN QUAD CPU,NVIDIA MX250(4GB), 16GB DDR4 2666 RAM,WIN 10 PRO (512GB SSD + 32GB OPTANE) NO DVD RW",b07y32tnyc,63,Everyday Use,1099,HP,32GB,Intel Core i5,512GB SSD,No Graphics Card,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Silver,6.14 pounds,15.94 x 10.47 x 0.88 inches,512,,ssd only,1,1000-1200,>17,24-32,Windows 10,No GPU,Medium Res,000001010001100010100001011010000,hdd+ssd
"ASUS 2019 ROG G531GT 15.6"" FHD GAMING LAPTOP- HEXA-CORE 4.5 GHZ INTEL I7-9750H, 16GB DDR4, NVIDIA GEFORCE GTX 1650 WITH 4GB GDDR5, 512GB PCIE SSD, RGB BACKLIT KB, HDMI, USB 3.0",b07thn4vb9,64,Gaming,1183,ASUS,16GB,Intel Core I7,512GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,6.0 pounds,14.2 x 10.8 x 1.0 inches,512,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010001000001011010011001001010001,hdd+ssd
"CYBERPOWERPC TRACER II T15300 15.6"" GAMING NOTEBOOK (INTEL I7-7700HQ 2.8GHZ, 8GB DDR4, NVIDIA GEFORCE GTX 1050 TI 4GB, 240GB SSD, WIFI+BT & WIN10 HOME) BLACK",b074f246mm,65,Gaming,600,Acer,8GB,Intel Core I7,256GB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,6.1 pounds,15.2 x 10.4 x 1.5 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000000010011010011001001010001,hdd+ssd
"DELL INSPIRON I7559-5012GRY 15.6"" UHD (3840X2160) 4K TOUCHSCREEN LAPTOP (INTEL QUAD CORE I7-6700HQ, 8 GB RAM, 1 TB HDD) NVIDIA GEFORCE GTX 960M, MICROSOFT SIGNATURE EDITION",b015pz0ehs,66,Gaming,1200,Dell,8GB,Intel Core I7,1TB HDD,Nvidia Geforce GTX 960,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,6.07 pounds,14 x 9 x 0.7 inches,,1024,hdd only,2,1200-1600,15-17,16-Aug,Windows 10,Unknown,Medium Res,010010001001011001101001001010001,ssd+hdd
"ASUS ZENBOOK UX501VW 15.6IN (INTEL CORE I7-6700HQ, 16GB RAM, 512GB NVME SSD, NVIDIA GTX 960M, 2GB GPU, IPS UHD TOUCHSCREEN GLOSSY, WINDOWS 10) 64 BIT GAMING LAPTOP (RENEWED)",b01naij0uj,67,Gaming,600,ASUS,16GB,Intel Core I7,512GB SSD,Nvidia Geforce GTX 960,Windows 10,15.6 inches,1920 x 1080 pixels,Black,2.06 pounds,14 x 9 x 0.7 inches,512,,ssd only,1,<800,15-17,16-Aug,Windows 10,Unknown,Medium Res,011000000001011010101001001010001,hdd+ssd
"HP 14 G3 K4K11UT#ABA CHROMEBOOK 14-INCH (NVIDIA TEGRA K1 2.10 GHZ 4 GB MEMORY 16 GB EMMC SSD CHROME OS),BLACK",b00vpjy7nq,68,Everyday Use,600,HP,16GB,NVIDIA Tegra K1,256GB SSD,No Graphics Card,Chrome OS,14.0 inches,1920 x 1080 pixels,Black,3.78 pounds,14 x 9 x 0.7 inches,256,,ssd only,1,<800,13-15,16-Aug,Chrome OS,No GPU,Medium Res,001000010001101010100000000010001,hdd+ssd
"OMEN BY HP 2019 15-INCH GAMING LAPTOP, INTEL I7-8750H PROCESSOR, NVIDIA RTX 2060 6 GB, 16 GB RAM, 128 GB SSD, 1 TB HDD, VR READY, WINDOWS 10 HOME (15-DC1030NR, BLACK)",b07ndybx4g,69,Gaming,1200,HP,16GB,Intel Core I7,128GB SSD,Nvidia Geforce RTX 2060,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.3 pounds,14 x 9 x 0.7 inches,128,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010010001011010011001001010001,hdd+ssd
"DELL G16 7620 GAMING LAPTOP - 16-INCH QHD 165HZ DISPLAY, INTEL CORE I9-12900H PROCESSOR, 32GB DDR5 RAM, 1TB SSD, WIFI 6, NVIDIA GEFORCE RTX3070TI GRAPHICS, SERVICES + WINDOWS 11 HOME - BLACK",b09ybqyjls,70,Gaming,1700,Dell,32GB,Intel Core I9,1TB SSD,Nvidia Geforce RTX3070,Windows 11 Home,16.0 inches,2560 x 1440 pixels,Obsidian Black,5.95 pounds,10.71 x 14.06 x 1.03 inches,1024,,ssd only,1,1600-2000,15-17,24-32,Windows 11,High-End GPU,High Res,010011001001011110001010001000000,hdd+ssd
"CUK GF65 THIN BY MSI 15 INCH GAMING NOTEBOOK (INTEL CORE I7, 8GB RAM, 512GB NVME SSD, NVIDIA GEFORCE GTX 1660 TI 6GB, 15.6"" FHD 120HZ IPS-LEVEL, WINDOWS 10 HOME) GAMER LAPTOP COMPUTER",b07ym3tmn9,71,Gaming,1200,MSI,8GB,Intel Core I7,512GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.1 pounds,14.13 x 9.99 x 0.85 inches,512,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010011000011010011001001010001,hdd+ssd
"Amazon Exclusive-HP Pavilion Gaming Laptop,15.6Â FHD IPS, Intel 8th Gen i7-8750H, NVIDIA GTX 1050Ti 4GB, 16GB RAM, 128GB SSD+1TB HDD, Narrow border design, Windows 10 Home (15-cx0042nr, Black)",b07dqr6dqt,72,Gaming,1200,HP,16GB,Intel Core i5,128GB SSD + 1TB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.0 pounds,10.01 x 14.4 x 1.0 inches,1152,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010010001100010011001001010001,hdd+ssd
"GIGABYTE AERO 15 OLED THIN AND LIGHT LAPTOP, 15.6 THIN BEZEL UHD AMOLED PANEL, I7-9750H, NVIDIA GEFORCE GTX1660TI,16GB RAM, M.2 PCIE 512GB SSD, WIN 10, 94WH BATTERY (AERO 15 OLED SA-7US5130SH)",b07sfr748x,73,Gaming,1000,Gigabyte,16GB,Intel Core i5,512GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,3840 x 2160 pixels,Black,4.72 pounds,14.0 x 9.8 x 0.8 inches,512,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,Mid-Range GPU,High Res,010001010000100010011001001000001,hdd+ssd
"CUK GF65 THIN BY MSI 15 INCH GAMING NOTEBOOK (INTEL CORE I7, 32GB RAM, 512GB NVME SSD, NVIDIA GEFORCE GTX 1660 TI 6GB, 15.6"" FHD 120HZ IPS-LEVEL, WINDOWS 10 HOME) GAMER LAPTOP COMPUTER",b07d9tx1v6,74,Gaming,1200,MSI,32GB,Intel Core I7,256GB SSD + 512GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.1 pounds,14.13 x 9.99 x 0.85 inches,768,,ssd only,1,1200-1600,15-17,24-32,Windows 10,Mid-Range GPU,Medium Res,010010011000011010011001001010000,hdd+ssd
"ASUS 2023 ROG FLOW X16 GAMING LAPTOP, 16"" WQXGA 165HZ TOUCHSCREEN 2-IN-1 DESIGN, AMD RYZEN 9 6900HS, NVIDIA GEFORCE RTX 3060, 16GB DDR5 RAM, 1TB SSD, WIFI 6E, BACKLIT KEYBOARD, WINDOWS 11 HOME",b07qfnnjq9,75,Gaming,1600,ASUS,16GB,AMD Ryzen 9,1TB SSD,Nvidia Geforce RTX 3060,Windows 11 Home,16.0 inches,2560 x 1600 pixels,Black,4.41 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,1600-2000,15-17,16-Aug,Windows 11,High-End GPU,High Res,010011000001001010001010001000001,hdd+ssd
"ACER PREDATOR TRITON 500 PT515-52-73L3 GAMING LAPTOP, INTEL I7-10750H, NVIDIA GEFORCE RTX 2070 SUPER, 15.6"" FHD NVIDIA G-SYNC DISPLAY, 300HZ, 16GB DUAL-CHANNEL DDR4, 512GB NVME SSD, RGB BACKLIT KB",b08cnlpdxv,76,Gaming,1488,Acer,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 2070,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.6 pounds,14.11 x 10.04 x 0.7 inches,512,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,High-End GPU,Medium Res,010010000010011010001001001010001,hdd+ssd
"HP OMEN 15-AX033DX - 15.6"" FHD - I7-6700HQ TO 3.5GHZ - NVIDIA 960M - 8GB - 1TB+128GB SSD",b01i4h0ksm,77,Gaming,1200,HP,8GB,Intel Core i5,128GB SSD + 1TB SSD,No Graphics Card,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.85 pounds,15.06 x 9.94 x 0.96 inches,1152,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,No GPU,Medium Res,010010010001100010100001001010001,hdd+ssd
"OMEN X BY HP 17-INCH GAMING LAPTOP, 120HZ FHD IPS DISPLAY, INTEL I7-7700HQ PROCESSOR, NVIDIA GTX 1070 8GB, 16GB RAM, 1TB HDD + 256GB SSD, BLUETOOTH, WIN10H, 17-AP010NR (RENEWED)",b07dvmjsdp,78,Gaming,600,HP,16GB,Intel Core I7,256GB SSD + 1TB SSD,Nvidia Geforce GTX 1070,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,10.69 pounds,14.0 x 9.0 x 0.7 inches,1280,,ssd only,1,<800,>17,16-Aug,Windows 10,High-End GPU,Medium Res,011000010001011010001001011010001,hdd+ssd
"ASUS ROG G531GT-BI7N6 15.6"" FHD GAMING LAPTOP COMPUTER, INTEL HEXA-CORE I7-9750H UP TO 4.5GHZ, 8GB DDR4, 512GB SSD, NVIDIA GEFORCE GTX 1650, 802.11AC WIFI, HDMI, USB 3.0, WINDOWS 10",b07rksnct6,79,Gaming,1142,ASUS,8GB,Intel Core I7,512GB SSD,Nvidia Geforce GTX 1650,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.3 pounds,14.2 x 10.8 x 1.0 inches,512,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010001000001011010011001001010001,hdd+ssd
"HP CHROMEBOOK 14 INCH LAPTOP (NVIDIA TEGRA K1, 2 GB, 16 GB SSD, OCEAN TURQUOISE)",b00o8u01io,80,Everyday Use,600,HP,16GB,NVIDIA Tegra K1,256GB SSD,No Graphics Card,Chrome OS,14.0 inches,1366 x 768 pixels,Black,3.4 pounds,9.45 x 13.54 x 0.7 inches,256,,ssd only,1,<800,13-15,16-Aug,Chrome OS,No GPU,Low Res,001000010001101010100000000001001,hdd+ssd
"ASUS - 2-IN-1 15.6"" 4K ULTRA HD TOUCH-SCREEN LAPTOP INTEL CORE I7 - 16GB MEMORY NVIDIA GEFORCE GTX 1050 2TB HDD + 256GB SSD - GUN METAL GRAY",b07k35g5gk,81,Gaming,1200,ASUS,16GB,Intel Core I7,256GB SSD + 2TB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,15.6 inches,3840 x 2160 pixels,Gray,4.41 pounds,14.1 x 8.9 x 0.8 inches,2304,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,High Res,010010000001011010011001001000001,hdd+ssd
"OMEN 15 GAMING LAPTOP, NVIDIA GEFORCE GTX 1650 TI, INTEL CORE I7-10750H, 8 GB DDR4 RAM, 512 GB PCIE NVME SSD, 15.6"" FULL HD, WINDOWS 10 HOME, RGB KEYBOARD (15-DC2010NR, 2020 MODEL)",b087z4h1sp,82,Gaming,1400,OMEN,8GB,Intel Core I7,512GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.26 pounds,14 x 9 x 0.7 inches,512,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010011010011010011001001010001,hdd+ssd
"SAMSUNG 15.0"" 16GB MEMORY 256 GB SSD LAPTOP NOTEBOOK 9 INTEL CORE I7 8TH GEN 8550U 1.80 GHZ NVIDIA GEFORCE MX150 WINDOWS 10 HOME 64-BIT MODEL NP900X5T-X01US",b078g1bg1l,83,Everyday Use,1200,Samsung,16GB,Intel Core I7,256GB SSD,Nvidia Geforce MX150,Windows 10 Home,15.0 inches,1920 x 1080 pixels,Black,2.71 pounds,14 x 9 x 0.7 inches,256,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Unknown,Medium Res,000010011110011010101001001010001,hdd+ssd
"ASUS ZenBook 14 Ultra Thin and Light Laptop, 4-Way NanoEdge 14Â FHD, Intel Core i7-10510U, 8GB RAM, 512GB PCIE SSD, NVIDIA GeForce MX250, Windows 10 Home, Utopia Blue, UX431FL-EH74",b085g9jgtx,84,Everyday Use,1200,ASUS,8GB,Intel Core I7,512GB SSD,Nvidia Geforce MX250,Windows 10 Home,14.0 inches,1920 x 1080 pixels,Black,3.3 pounds,12.7 x 8.3 x 0.6 inches,512,,ssd only,1,1200-1600,13-15,16-Aug,Windows 10,Unknown,Medium Res,000010000001011010101001000010001,hdd+ssd
"DELL M4800 15.6IN FHD ULTRAPOWERFUL MOBILE WORKSTATION BUSINESS LAPTOP COMPUTER, INTEL CORE I7-4900MQ 3.8GHZ, 16GB RAM, 500GB HDD, WIFI AC, NVIDIA QUADRO K2100M, WINDOWS 10 PRO (RENEWED)",b07hkbdfqx,85,Everyday Use,453,Dell,16GB,Intel Core I7,1TB HDD,Nvidia Quadro K2100,Windows 10 Pro,15.6 inches,1920 x 1080 pixels,Black,6.3 pounds,14.8 x 10.0 x 1.0 inches,,1024,hdd only,2,<800,15-17,16-Aug,Windows 10,Unknown,Medium Res,001000001001011001101001001010001,ssd+hdd
"ACER ASPIRE VX 15 GAMING LAPTOP, 7TH GEN INTEL CORE I7, NVIDIA GEFORCE GTX 1050 TI, 15.6 FULL HD, 16GB DDR4, 256GB SSD, VX5-591G-75RM",b01n12yz7b,86,Gaming,1200,Acer,16GB,Intel Core I7,256GB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.51 pounds,15.31 x 10.45 x 1.14 inches,256,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010000010011010011001001010001,hdd+ssd
"ASUS 2019 ROG 15.6"" FHD GAMING LAPTOP COMPUTER, INTEL HEXA-CORE I7-9750H UP TO 4.5GHZ, 16GB DDR4, 1TB HDD + 512GB SSD, NVIDIA GEFORCE GTX 1650, 802.11AC WIFI, HDMI, USB 3.0, WINDOWS 10",b07sz1j9tg,87,Gaming,1089,ASUS,16GB,Intel Core I7,512GB SSD + 1TB SSD,Nvidia Geforce GTX 1650,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.3 pounds,14.8 x 10.31 x 1.03 inches,1536,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010001000001011010011001001010001,hdd+ssd
"HP PAVILION 15.6"" HD SVA BRIGHTVIEW TOUCHSCREEN GAMING LAPTOP PC, INTEL I7-6500U 2.5GHZ 12GB DDR4 RAM 1TB HDD NVIDIA GEFORCE 940MX BACKLIT KEYBOARD DVD+/-RW B&O PLAY USB 3.0 WINDOWS 10 SILVER",b06xzb4vhd,88,Gaming,1200,HP,12GB,Intel Core I7,1TB HDD,Nvidia Geforce 940,Windows 10,15.6 inches,1366 x 768 pixels,Silver,5.0 pounds,15.0 x 10.0 x 1.0 inches,,1024,hdd only,2,1200-1600,15-17,16-Aug,Windows 10,Entry-Level GPU,Low Res,010010010001011001000001001001001,ssd+hdd
